id,URL,status,error
287,http://deba.unideb.hu/deba/Margit-legenda_Szent_Margit_elete_1510/index.html,200,
288,http://deba.unideb.hu/deba/orpheus/,200,
289,http://deba.unideb.hu/deba/magyar_museum/,200,
290,https://sturm-edition.de,200,
291,http://magyar-irodalom.elte.hu/gepesk/bbom/itart.htm,200,
292,http://magyar-irodalom.elte.hu/gepesk/eloszo/,200,
293,http://krk.szabolorinc.hu/dokumentumok.htm,200,
294,http://digiphil.hu/context:atett,404,
295,http://digiphil.hu/context:mkk39,200,
296,http://digiphil.hu/context:mkk42,200,
297,http://ps.clul.ul.pt/,200,
298,https://www.jeanpaul-edition.de/,200,
299,http://digi.ub.uni-heidelberg.de/ahd/,200,
300,https://astree.tufts.edu,200,
302,https://traveldigital.acdh.oeaw.ac.at/,200,
303,https://maechtekongresse.acdh.oeaw.ac.at/,200,
304,https://edition.onb.ac.at/okopenko,200,
305,https://edition.mgh.de/001/,200,
306,http://frhu20.iti.btk.mta.hu/,200,
307,https://www.arthur-schnitzler.de/edition/genetisch,200,
308,https://www.hamann-ausgabe.de,200,
309,http://grundtvigsvaerker.dk,200,
310,https://thun-korrespondenz.acdh.oeaw.ac.at/,200,
311,https://igcyr.unibo.it,200,
312,http://www1.unipa.it/paolo.monella/romualdus/,404,
313,https://www.hahnemann-edition.de/index.html,200,
314,https://schnitzler-briefe.acdh.oeaw.ac.at,200,
315,http://www.ehu.eus/monumenta/lazarraga/index.html,200,
316,https://www.bayerischer-staatsrat.de,200,
317,https://db.innovatingknowledge.nl/edition,200,
318,https://lts.fortunoff.library.yale.edu/,200,
319,https://humboldt.unibe.ch/text,200,
320,https://making-mysticism.org/edition/1.0/html/,200,
321,http://edition.onb.ac.at/handke-notizbuecher,200,
322,https://semper-edition.ch/,200,
323,https://tir.univie.ac.at,200,
324,https://lexlep.univie.ac.at,200,
325,https://schnitzler-chronik.acdh.oeaw.ac.at/,200,
326,https://pollaczek.acdh.oeaw.ac.at/,200,
327,https://schnitzler-orte.acdh.oeaw.ac.at/,200,
328,https://schnitzler-lektueren.acdh.oeaw.ac.at/,200,
329,https://schnitzler-tagebuch.acdh.oeaw.ac.at/,200,
330,https://schnitzler-zeitungen.acdh.oeaw.ac.at/,200,
331,https://pmb.acdh.oeaw.ac.at/,200,
332,https://schnitzler-bahr.acdh.oeaw.ac.at/,200,
333,https://irt2021.inslib.kcl.ac.uk/,200,
334,https://ancientwisdoms.ac.uk/library/kekaumenos-consilia-et-narrationes/index.html,200,
335,https://ancientwisdoms.ac.uk/library/,200,
336,https://www.koenigsfelden.uzh.ch,200,
337,https://megadigital.bbaw.de/,200,
338,https://amp.acdh.oeaw.ac.at,200,
339,https://pta.bbaw.de,200,
340,https://openarabicpe.github.io/,200,
341,https://tei.nplp.pl/categories/korespondencja-jana-lechonia-i-kazimierza-wierzynskiego,200,
342,https://tei.nplp.pl/categories/korespondencja-mieczyslawa-grydzewskiego-i-kazimierza-i-haliny-wierzynski,200,
343,https://mrp.oeaw.ac.at,200,
344,https://qhod.net/,200,
